Timestamp,Time,Symbol,LTP,Buy_Qty,Sell_Qty,Difference,Buy_%_Change_3min,Sell_%_Change_3min,Signal
2026-02-25 22:10:43,22:10:43,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:10:44,22:10:44,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:11:14,22:11:14,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:11:14,22:11:14,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:20:05,22:20:05,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:20:05,22:20:05,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:20:35,22:20:35,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:20:36,22:20:36,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:21:06,22:21:06,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:21:06,22:21:06,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:21:37,22:21:37,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:21:37,22:21:37,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:22:07,22:22:07,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:22:07,22:22:07,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:22:38,22:22:38,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:22:38,22:22:38,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:23:08,22:23:08,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:23:08,22:23:08,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:40:07,22:40:07,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:40:07,22:40:07,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:40:37,22:40:37,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:40:37,22:40:37,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
2026-02-25 22:41:08,22:41:08,IDEA,10.73,82344,0,82344,0.0,0,NEUTRAL
2026-02-25 22:41:08,22:41:08,YESBANK,20.72,137725,0,137725,0.0,0,NEUTRAL
